ID Earthquake,Flag Tsunami,Year,Month,Focal Depth,EQ Primary,Mw Magnitude,Ms Magnitude,Mb Magnitude,Intensity,Country,State,Location name,Region code,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Latitude,Longitude
8872,Tsunami,2010,2.0,23.0,8.8,8.8,8.5,7.2,9.0,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",160.0,402.0,Many (~101 to 1000 deaths),,,12000.0,Very Many (~1001 or more deaths),30000.0,EXTREME (~$25 million or more),,,500000.0,Very Many (~1001 or more houses),558.0,Many (~101 to 1000 deaths),,,12000.0,Very Many (~1001 or more deaths),30000.0,EXTREME (~$25 million or more),,,500000.0,Very Many (~1001 or more houses),-36.122, -72.898
9773,,2010,9.0,21.0,5.1,,,5.1,6.0,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-40.433, 176.818
9373,,2010,6.0,22.0,5.2,5.2,,5.5,6.0,CANADA,,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,45.88, -75.48
8712,,2010,1.0,29.0,6.5,6.5,6.3,6.5,,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,150.0,,,,,30.0,Few (~1 to 50 deaths),21.8,SEVERE (~>$5 to $24 million),,,,,,,,,30.0,Few (~1 to 50 deaths),21.8,SEVERE (~>$5 to $24 million),,,,,40.652, -124.692
9032,Tsunami,2010,2.0,25.0,7.0,7.0,7.0,6.0,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",30.0,,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,25.93, 128.425
9492,,2010,9.0,12.0,7.0,7.0,7.3,6.4,9.0,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,170.0,,,,,2.0,Few (~1 to 50 deaths),6500.0,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),,,,,2.0,Few (~1 to 50 deaths),6500.0,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),-43.522, 171.83
9759,Tsunami,2010,12.0,14.0,7.4,7.4,7.5,7.0,,JAPAN,,JAPAN:  BONIN ISLANDS,30.0,,,,,,,,,,,,,,,,,,,,,,,,,26.901, 143.698
8673,Tsunami,2010,1.0,25.0,7.1,7.1,7.1,6.4,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),16.0,Few (~1 to 50 houses),60.0,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),16.0,Few (~1 to 50 houses),60.0,Some (~51 to 100 houses),-8.799, 157.346
8912,Tsunami,2010,3.0,11.0,6.9,6.9,7.0,6.7,,CHILE,,CHILE:  RANCAGUA,160.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-34.29, -71.891
9292,,2010,6.0,18.0,7.0,7.0,7.1,6.7,6.0,INDONESIA,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,170.0,17.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2556.0,Very Many (~1001 or more houses),,,17.0,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2556.0,Very Many (~1001 or more houses),,,-2.174, 136.543
9592,Tsunami,2010,10.0,20.0,7.8,7.8,7.3,6.5,,INDONESIA,,INDONESIA:  SUMATRA,60.0,,,,,,,,,,,,,431.0,Many (~101 to 1000 deaths),,,,,39.0,EXTREME (~$25 million or more),700.0,Many (~101 to 1000 houses),,,-3.487, 100.082
9767,,2010,6.0,20.0,6.2,6.2,6.0,5.9,,MEXICO,,MEXICO:  SAN ANDRES HUAXPALTEPEC,150.0,1.0,Few (~1 to 50 deaths),,,,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,,,16.396, -97.782
9772,,2010,9.0,9.0,5.0,,,5.0,5.0,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-43.57, 172.388
8992,,2010,1.0,65.0,5.1,,,5.1,,INDONESIA,,INDONESIA:  JAVA:  GARUT,60.0,1.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,,,1.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,,,-7.907, 107.879
8672,Tsunami,2010,1.0,26.0,6.6,6.6,6.4,6.0,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-8.743, 157.477
8692,Tsunami,2010,1.0,15.0,6.8,6.8,6.7,6.2,,SOLOMON ISLANDS,,SOLOMON ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-9.019, 157.551
9452,Tsunami,2010,8.0,25.0,7.2,7.2,7.3,6.4,7.0,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-17.541, 168.069
9092,,2010,5.0,38.0,7.2,7.2,7.3,6.6,,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,60.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,3.748, 96.018
9774,,2010,9.0,6.0,5.0,,,5.0,7.0,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-43.598, 172.69
8973,Tsunami,2010,4.0,31.0,7.8,7.8,7.9,7.0,,INDONESIA,,INDONESIA:  SUMATRA,60.0,,,,,,,,,,,,,,,,,,,,,,,,,2.383, 97.048
9764,,2010,6.0,5.0,5.8,5.8,5.7,5.6,,USA,CA,CALIFORNIA:  OCOTILLO,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),32.7, -115.921
8932,,2010,4.0,4.0,7.2,7.2,7.3,6.4,,MEXICO,,MEXICO:  BAJA CALIFORNIA,150.0,2.0,Few (~1 to 50 deaths),,,233.0,Many (~101 to 1000 deaths),1150.0,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),2.0,Few (~1 to 50 deaths),,,233.0,Many (~101 to 1000 deaths),1150.0,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),32.297, -115.278
9432,,2010,7.0,586.0,7.6,7.6,,6.9,4.0,PHILIPPINES,,PHILIPPINES:  CELEBES SEA:  MORO GULF,170.0,,,,,,,,,,,,,,,,,,,,,,,,,6.486, 123.467
9826,,2010,12.0,5.0,3.7,,3.7,,,USA,OK,OKLAHOMA:  LUTHER,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),35.827, -96.772
9828,,2010,12.0,5.0,4.5,,,4.5,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,20.0,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,20.0,Few (~1 to 50 houses),-43.55, 172.647
9761,Tsunami,2010,12.0,16.0,7.3,7.3,7.4,6.8,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,4.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,-19.702, 167.947
9853,,2011,12.0,54.0,6.4,6.4,,6.2,,MEXICO,,MEXICO:  GUERRERO,150.0,2.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,70.0,Some (~51 to 100 houses),2.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,,70.0,Some (~51 to 100 houses),17.844, -99.963
9823,Tsunami,2011,7.0,23.0,7.0,7.0,7.0,6.6,,JAPAN,,JAPAN:  HONSHU:  E COAST,30.0,,,,,,,,,,,,,,,,,,,,,,,,,38.034, 143.264
9832,,2011,2.0,1.0,3.1,,,,,USA,CO,COLORADO:  PAONIA,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,38.947, -107.497
9873,,2011,8.0,4.0,5.4,5.4,,5.0,7.0,USA,CO,COLORADO:  SEGUNDO,150.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,MODERATE (~$1 to $5 million),,,,,37.063, -104.701
9889,,2011,11.0,5.0,5.0,5.0,,4.7,,USA,OK,"OKLAHOMA:  SPARKS, PRAGUE",150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),35.531, -96.788
9811,Tsunami,2011,1.0,24.0,6.5,6.5,6.4,6.1,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-19.157, 168.311
9855,,2011,12.0,10.0,5.8,5.8,5.6,5.7,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,170.0,,,,,60.0,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,60.0,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),-43.49, 172.8
9835,,2011,3.0,50.0,5.5,5.5,,5.4,,PHILIPPINES,,PHILIPPINES:  MINDANAO,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),9.457, 125.935
9776,Tsunami,2011,2.0,28.0,6.8,6.8,,6.0,,CHILE,,CHILE:  OFF COAST CENTRAL,160.0,,,,,,,,,,,,,,,,,,,,,,,,,-36.474, -73.125
9839,Tsunami,2011,9.0,32.0,6.8,6.8,6.9,6.5,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,150.0,,,,,,,,,,,,,,,,,,,,,,,,,52.171, -171.708
9799,Tsunami,2011,3.0,30.0,9.1,9.1,8.3,7.2,,JAPAN,,JAPAN:  HONSHU,30.0,1475.0,Very Many (~1001 or more deaths),,,6157.0,Very Many (~1001 or more deaths),4401.709,EXTREME (~$25 million or more),2473.0,Very Many (~1001 or more houses),5618.0,Very Many (~1001 or more houses),18431.0,Very Many (~1001 or more deaths),,,6157.0,Very Many (~1001 or more deaths),220085.456,EXTREME (~$25 million or more),123661.0,Very Many (~1001 or more houses),280920.0,Very Many (~1001 or more houses),38.297, 142.372
9850,,2011,11.0,5.0,5.7,5.7,5.6,5.2,8.0,USA,OK,OKLAHOMA:  SPARKS,150.0,,,,,2.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),14.0,Few (~1 to 50 houses),,Many (~101 to 1000 houses),,,,,2.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),14.0,Few (~1 to 50 houses),,Many (~101 to 1000 houses),35.532, -96.765
9824,Tsunami,2011,6.0,52.0,7.3,7.3,,6.9,,USA,AK,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,150.0,,,,,,,,,,,,,,,,,,,,,,,,,52.05, -171.836
9854,,2011,12.0,56.0,5.3,,,5.3,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),-41.364, 174.315
9856,,2011,12.0,15.0,6.7,6.7,6.7,6.1,,RUSSIA,,RUSSIA:  KYZYL,40.0,,,,,,,,MODERATE (~$1 to $5 million),,,,Many (~101 to 1000 houses),,,,,,,,MODERATE (~$1 to $5 million),,,,Many (~101 to 1000 houses),51.842, 95.911
9804,Tsunami,2011,4.0,42.0,7.1,7.1,7.0,6.9,,JAPAN,,JAPAN: NEAR E COAST HONSHU,30.0,3.0,Few (~1 to 50 deaths),,,132.0,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,3.0,Few (~1 to 50 deaths),,,132.0,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,38.276, 141.588
9805,,2011,3.0,43.0,7.9,7.9,,6.8,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,30.0,,,,,,,,,,,,,,,,,,,,,,,,,36.281, 141.111
9779,Tsunami,2011,2.0,6.0,6.1,6.1,6.3,6.1,,NEW ZEALAND,,"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON",170.0,181.0,Many (~101 to 1000 deaths),,,1500.0,Very Many (~1001 or more deaths),15000.0,EXTREME (~$25 million or more),100000.0,Very Many (~1001 or more houses),,,181.0,Many (~101 to 1000 deaths),,,1500.0,Very Many (~1001 or more deaths),15000.0,EXTREME (~$25 million or more),100000.0,Very Many (~1001 or more houses),,,-43.583, 172.68
9864,,2011,4.0,8.0,6.1,6.1,5.8,5.7,,INDONESIA,,INDONESIA:   SULAWESI:  KENDARI,170.0,,,,,14.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,,,,,14.0,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,-4.586, 122.771
9838,Tsunami,2011,8.0,32.0,7.1,7.1,7.1,6.2,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-18.365, 168.143
9837,Tsunami,2011,8.0,28.0,7.0,7.0,7.1,6.4,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-18.311, 168.218
9861,,2011,8.0,6.0,5.8,5.8,5.6,5.9,7.0,USA,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",150.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,,,MODERATE (~$1 to $5 million),,,,,37.936, -77.933
9858,,2011,6.0,6.0,6.0,6.0,6.0,6.0,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,170.0,1.0,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),3000.0,EXTREME (~$25 million or more),100.0,Some (~51 to 100 houses),,,1.0,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),3000.0,EXTREME (~$25 million or more),100.0,Some (~51 to 100 houses),,,-43.564, 172.743
9851,,2011,11.0,46.0,5.0,5.0,,5.0,,PHILIPPINES,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,170.0,,,,,31.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,23.0,Few (~1 to 50 houses),,,,,31.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,23.0,Few (~1 to 50 houses),7.904, 125.185
9840,,2011,9.0,91.0,6.7,6.7,,6.6,,INDONESIA,,INDONESIA:  SUMATRA,60.0,10.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),10.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),2.965, 97.893
9841,,2011,4.0,11.0,6.6,6.6,6.5,6.4,,JAPAN,,JAPAN:  HONSHU,30.0,7.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),3.0,Few (~1 to 50 houses),,,7.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),3.0,Few (~1 to 50 houses),,,37.001, 140.401
9806,,2011,3.0,19.0,7.6,7.6,,7.1,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,30.0,,,,,,,,,,,,,,,,,,,,,,,,,38.058, 144.59
9797,Tsunami,2011,3.0,32.0,7.5,7.5,7.3,6.4,,JAPAN,,JAPAN:  HONSHU:  E COAST,30.0,,,,,,,,,,,,,,,,,,,,,,,,,38.435, 142.842
9946,Tsunami,2012,12.0,31.0,7.2,7.2,7.3,7.2,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,30.0,,,,,11.0,Few (~1 to 50 deaths),,,,,,,,,,,11.0,Few (~1 to 50 deaths),,,,,,,37.89, 143.949
9876,Tsunami,2012,3.0,20.0,7.4,7.4,7.6,6.6,8.0,MEXICO,,"MEXICO:  GUERRERO, OAXACA",150.0,2.0,Few (~1 to 50 deaths),,,13.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),800.0,Many (~101 to 1000 houses),,,2.0,Few (~1 to 50 deaths),,,13.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),800.0,Many (~101 to 1000 houses),,,16.493, -98.231
9877,,2012,3.0,18.0,5.8,5.8,5.3,5.8,,PHILIPPINES,,PHILIPPINES:  SURIGAO,170.0,,,,,55.0,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),4.0,Few (~1 to 50 houses),,Few (~1 to 50 houses),,,,,55.0,Some (~51 to 100 deaths),,LIMITED (roughly corresponding to less than $1 million),4.0,Few (~1 to 50 houses),,Few (~1 to 50 houses),10.037, 125.633
10413,Tsunami,2012,3.0,16.0,6.7,6.7,,,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-19.125, 169.613
9941,Tsunami,2012,10.0,14.0,7.7,7.7,7.5,6.5,,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,150.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),52.788, -132.101
9879,Tsunami,2012,4.0,20.0,8.6,8.6,8.5,7.4,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,60.0,10.0,Few (~1 to 50 deaths),,,12.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),10.0,Few (~1 to 50 deaths),,,12.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),2.327, 93.063
9926,,2012,7.0,20.0,6.4,6.4,6.5,6.4,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),26.0,Few (~1 to 50 houses),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),26.0,Few (~1 to 50 houses),,,-9.694, 159.727
9871,Tsunami,2012,2.0,23.0,7.0,7.0,6.9,6.5,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-17.827, 167.133
9885,Tsunami,2012,4.0,11.0,6.3,6.3,6.2,6.0,,VANUATU,,VANUATU ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-18.972, 168.741
9935,Tsunami,2012,8.0,28.0,7.6,7.6,7.6,7.2,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",170.0,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),0.3,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),0.3,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,10.811, 126.638
9929,,2012,8.0,583.0,7.7,7.7,,6.9,,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,50.0,,,,,,,,,,,,,,,,,,,,,,,,,49.8, 145.064
9932,,2012,5.0,10.0,6.3,6.3,,6.4,,CHILE,,CHILE:  ARICA; PERU:  TACNA,160.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,-17.678, -69.591
9878,Tsunami,2012,3.0,12.0,6.9,6.9,6.9,6.7,,JAPAN,,JAPAN:  HOKKAIDO,30.0,,,,,,,,,,,,,,,,,,,,,,,,,40.887, 144.944
9920,,2012,3.0,41.0,7.2,7.2,7.0,6.5,,CHILE,,"CHILE:  PARRAL, SANTIAGO",160.0,1.0,Few (~1 to 50 deaths),,,14.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),1.0,Few (~1 to 50 deaths),,,14.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),-35.2, -72.217
9909,,2012,6.0,50.0,5.8,5.8,5.2,5.9,,INDONESIA,,INDONESIA:  JAVA,60.0,,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,23.0,Few (~1 to 50 houses),,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,23.0,Few (~1 to 50 houses),-7.692, 106.371
9951,,2012,7.0,22.0,6.5,6.5,6.5,5.9,,INDONESIA,,INDONESIA: BANDA ACEH,60.0,1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,20.0,Few (~1 to 50 houses),1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,20.0,Few (~1 to 50 houses),2.707, 96.045
9884,,2012,4.0,29.0,6.7,6.7,6.2,6.2,,CHILE,,CHILE:  VALPARAISO,160.0,2.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),2.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),-32.625, -71.365
9905,,2012,3.0,37.0,5.6,5.6,2.1,5.2,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,170.0,,,,,10.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),1.0,Few (~1 to 50 houses),,Some (~51 to 100 houses),,,,,10.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),1.0,Few (~1 to 50 houses),,Some (~51 to 100 houses),12.354, 123.7
9870,,2012,2.0,11.0,6.7,6.7,6.6,6.3,,PHILIPPINES,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,170.0,51.0,Some (~51 to 100 deaths),62.0,Some (~51 to 100 deaths),112.0,Many (~101 to 1000 deaths),15.0,SEVERE (~>$5 to $24 million),15000.0,Very Many (~1001 or more houses),,,51.0,Some (~51 to 100 deaths),62.0,Some (~51 to 100 deaths),112.0,Many (~101 to 1000 deaths),15.0,SEVERE (~>$5 to $24 million),15000.0,Very Many (~1001 or more houses),,,9.999, 123.206
9938,,2012,8.0,10.0,6.3,6.3,6.1,5.8,,INDONESIA,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",170.0,6.0,Few (~1 to 50 deaths),,,43.0,Few (~1 to 50 deaths),,EXTREME (~$25 million or more),471.0,Many (~101 to 1000 houses),1097.0,Very Many (~1001 or more houses),6.0,Few (~1 to 50 deaths),,,43.0,Few (~1 to 50 deaths),,EXTREME (~$25 million or more),471.0,Many (~101 to 1000 houses),1097.0,Very Many (~1001 or more houses),-1.315, 120.096
9880,Tsunami,2012,4.0,25.0,8.2,8.2,,7.2,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,60.0,,,,,,,,,,,,,,,,,,,,,,,,,0.802, 92.463
9963,Tsunami,2013,2.0,21.0,7.0,7.0,6.9,6.4,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170.0,,,,,,,,,,,,,,,,,,,,,,,,,-10.928, 166.018
10048,,2013,10.0,19.0,7.1,7.1,,,7.0,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",170.0,222.0,Many (~101 to 1000 deaths),8.0,Few (~1 to 50 deaths),976.0,Many (~101 to 1000 deaths),51.8,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),222.0,Many (~101 to 1000 deaths),8.0,Few (~1 to 50 deaths),976.0,Many (~101 to 1000 deaths),51.8,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),9.88, 124.117
9958,Tsunami,2013,2.0,24.0,7.9,7.9,7.4,6.4,8.0,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,170.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,10.0,Few (~1 to 50 deaths),,,15.0,Few (~1 to 50 deaths),2.0,MODERATE (~$1 to $5 million),588.0,Many (~101 to 1000 houses),478.0,Many (~101 to 1000 houses),-10.799, 165.114
9980,,2013,4.0,14.0,5.8,5.8,5.5,5.7,,JAPAN,,JAPAN,30.0,,,,,24.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),,,,,24.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),34.369, 134.828
10035,,2013,4.0,9.0,5.8,5.8,5.5,5.6,,JAPAN,,JAPAN: MIYAKEJIMA,30.0,,,,,3.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),,,,,3.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),33.958, 139.352
10508,Tsunami,2013,4.0,30.0,6.0,6.0,,,6.0,MEXICO,,MEXICO:  MICHOACAN: LAZARO CARDENAS,150.0,,,,,,,,,,,,,,,,,,,,,,,,,18.081, -102.182
10038,,2013,7.0,60.0,5.7,5.7,,5.5,,INDONESIA,,INDONESIA:  JAVA,60.0,,,,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),124.0,Many (~101 to 1000 houses),,,,,,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),124.0,Many (~101 to 1000 houses),,,-8.803, 113.002
10036,,2013,4.0,0.0,2.1,,,2.1,,USA,TX,TEXAS:  WEST,150.0,14.0,Few (~1 to 50 deaths),,,200.0,Many (~101 to 1000 deaths),100.0,EXTREME (~$25 million or more),50.0,Few (~1 to 50 houses),,,14.0,Few (~1 to 50 deaths),,,200.0,Many (~101 to 1000 deaths),100.0,EXTREME (~$25 million or more),50.0,Few (~1 to 50 houses),,,31.817, -97.088
